"idsbr";"nama_usaha";"alamat_usaha";"kode_wilayah";"kdprov";"kdkab";"kdkec";"kddesa";"nmprov";"nmkab";"nmkec";"nmdesa";"perusahaan_id";"status_perusahaan";"skor_kalo";"kegiatan_usaha";"rank_nama";"rank_alamat";"history_ref_profiling_id";"skala_usaha";"sumber_data";"latitude";"longitude";"latlong_status";"gcid";"gcs_result";"allow_cancel";"allow_edit";"allow_flagging";"latitude_gc";"longitude_gc";"latlong_status_gc";"gc_username";"nama_usaha_gc";"alamat_usaha_gc"
"26928663";"HASANDANU";"Jalan Yos Sudarso Pasar Penyembolum Senaken";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImJYOGJKS29oVEwwWVNuQklGMGJRa2c9PSIsInZhbHVlIjoiZWRnTklkWlJxd0VneUtTWXZIQlJaZz09IiwibWFjIjoiYjAwZjQ2NjdiYzdmNTBjYWFlMTJiMjI1ZDRlZjQzZTg2NjRkMTJhNmFmMDdjNzRjYTZmMzVlNzY1YzE1MWViZCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: G, KBLI: 47214]; [Kegiatan Usaha: Perdagangan Eceran Hasil Peternakan,...";"";"";"2025-12-04";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"26433602";"IBOLONG";"Pondong Baru Gg. Aman";"6401050003";"64";"01";"050";"003";"KALIMANTAN TIMUR";"PASER";"KUARO";"PONDONG BARU";"eyJpdiI6IkdoNFlsdGdlcS9DZ25jYTlpdWQ5N1E9PSIsInZhbHVlIjoiWDc0K0FGM0kzQmp1N05YeWltQTFpUT09IiwibWFjIjoiZmVkOTNhZDNjNTBhOGQwMjAzMTIzYjhlOWFhOGI0NGJlOGZmNTE0ZjQzMDk5MjhkNjQ0NWMzYTdkY2YzODBmMiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 10794]; [Kegiatan Usaha: Industri Kerupuk, Keripik, Peyek Dan...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"26149966";" APRI ARY SAPUTRA";"JL. RM. ROTO SUNARDI";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6InBoOUI2OHp3MDM0dXNKbVlEMFcxTHc9PSIsInZhbHVlIjoiWnJIc1JDdmRvQ2FwbXY3R0wvWVlNdz09IiwibWFjIjoiNWZhMjE4MzExZjk0ZmNmMGQxNjk4MmQ3YTY2OGEyYmQ0NjZiMzY0MzA5ZjEyMjFmNGZjODFjYzVlZTNkM2Y2NyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 46593]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"30579974";"Marhana";"Petiku Rt 08";"6401080020";"64";"01";"080";"020";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"PETIKU";"eyJpdiI6Iks1WmdlQXJPaE1mVEdETEJ1UjNNQXc9PSIsInZhbHVlIjoiTU9EbUxxaVh6Q0cralNKdm9ITjlPZz09IiwibWFjIjoiNDA5NTcxOGY4Zjc0NjJiMTE5MGFlMDNmM2M3OTE3Zjc3MThjZGE5ZmY3NWFlZDQ5NDIwZDEyNGJjMDFjNzYwYiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Industri Produk Makanan Lainnya, Kategori: , KBLI: 10799]; [Kegiatan Usaha: -, Kate...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Ilo1cXFBc2hoWGh3SEc1VTRJTW1zNGc9PSIsInZhbHVlIjoiUTNncW5mNTJ1dUY3S2pQSU1EcWFyQT09IiwibWFjIjoiZWZjYjdlZjdiZGJjNGM0NDM0ZDNmZWQxMjJkY2ZlZDJhYzUwNDUyYTBlOWU5YzdhZTEwMDkyODhlYWZiOTk5MSIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.62919154358824";"116.470571234822";"valid";"hairuddin";"";""
"28373136";"SAPDIN";"MUARA TOYU";"6401080014";"64";"01";"080";"014";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"MUARA TOYU";"eyJpdiI6Ik5EZDJ0cnp1Y0s4aHZEa3lrTGJoRkE9PSIsInZhbHVlIjoid1M4YjVwVXN3YzlXeTR1RElrVTNkdz09IiwibWFjIjoiYWY0MzBiZjU2N2RmYzJkMTI2MDYwN2IxNmVhOGU5ZWY1ODRmY2VhYWI4MzIyMzJhNDFmNzE0OGRhNjkyNWYxYSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 66153]; [Kegiatan Usaha: Pedagang Fisik Komoditi, Kategori: ,...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"27529184";"AIDATUL UYUN";"PERUM GRAND ABDI KARYA BLOK H NO 37";"6401040009";"64";"01";"040";"009";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"JONE";"eyJpdiI6IkRnL3laSlBKdzZTQzY4ZmFHd3hKOGc9PSIsInZhbHVlIjoid242S1V0S0NHSDVQamN2MDdHVDdnUT09IiwibWFjIjoiMjA3NDU3MmM2ODZlODc4OWJhNDg2NzNlMjgxMzMzOTlmZjIwOTE2YjliOWI3ZTVhNDZhMmYwODJlZjFkOTMxMSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 10792]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"30733612";"SRI WAHYUNINGSIH";"JL.UNTUNG SUROPATI";"6401040009";"64";"01";"040";"009";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"JONE";"eyJpdiI6IitrNWIxdlIzNG1wazlyTGhBRVVmY1E9PSIsInZhbHVlIjoibXJJQUxlNDMzamFPQnpSNlU2UFA1UT09IiwibWFjIjoiMTU1Y2E2MzI0YWExYzM1ZTkyODc3NmUxZmI1N2U3NjQ1YmQyZTg2Y2I4OTZhMWI0OTE5YTcxNmI2MzE5NGRmNyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]; [Kegiatan Usaha: -, Kategori: -, KBLI: 47241]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6InE1YktSKzlXb2M4SnhlOC9QaWg2V1E9PSIsInZhbHVlIjoiYTVUVndDQ0x5ODNWeUpNU25OTlgwQT09IiwibWFjIjoiZjM4YmViYTBjOGFjNjJmZGQ1MjA5OTMwZDgwYThmZWFmNGMwYWRjMjhhY2VlZmE5ODBiNjFlZTQ5ZWMwOTFlYyIsInRhZyI6IiJ9";"4";"True";"True";"False";"nan";"nan";"invalid";"raka.prawira";"";""
"30595441";"JARWADI";"SAMUNTAI RT 009 KECAMATAN LONGIKIS";"6401060001";"64";"01";"060";"001";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"SAMUNTAI";"eyJpdiI6IkxnVzJRTHFSbDl0WTdyWjU4VnplbVE9PSIsInZhbHVlIjoiZGFxbjAvRjBucUZNdm9vZVFxL05Jdz09IiwibWFjIjoiNzkxOTFhODhlMzcyZTYwM2VjNzY0YWNkMjg0Njc2OTIzMjIxM2Y1NWVkMjY3NzY4MWM5MzU5ODY2NWMwMmMzMyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 16291]; [Kegiatan Usaha: Industri Barang Anyaman Dari Rotan D...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6InVZUlZQOENseTAydW9haVZjdFVvNGc9PSIsInZhbHVlIjoiTEdBWFlxZDRLZExqb2dtN0ZoRGFKZz09IiwibWFjIjoiYzIxMDBmMDU0ZWEwMTAzYjdjODYxN2VkMjMyNGE2OWJmZDYwMjQxNjQ5NjYwZjIzNDBhNjBlNTU4ZmM5NmEwMSIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.66727333333333";"116.145408333333";"valid";"hairuddin";"";""
"29370359";"PUSPASARI";"OLUNG";"6401060016";"64";"01";"060";"016";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"OLUNG";"eyJpdiI6IlJlNHY3Zy9CWTVtUVlSd0dpaUhPRWc9PSIsInZhbHVlIjoiVC9ZM2o4dWs5TkZwQ2k5SjhEMDBmdz09IiwibWFjIjoiYjQwMGE0YWNjNWNhZGRkM2U4NmFmZDRjZjlkM2IwMmU0MmUxMjYxMmI2ZTAwMDliYWMxZjgyMWFiYzc3NjY1YyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 47112]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"29388581";"IKHWATI";"Sungai Tuak RT. 007";"6401040007";"64";"01";"040";"007";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"SUNGAI TUAK";"eyJpdiI6ImxYWEYyRnN5SjJvZ0FaTStINm9uREE9PSIsInZhbHVlIjoieWlMcGlPK295SkE4TkIvTUl0djlEUT09IiwibWFjIjoiYmIyYWNkMTcwYzI5NWVhNTA5ZjI1MTgyZmU5OWU5MTBjNmJmM2MzNzRiYTNmYmEwYzg4MGZmN2NhMWVjNGM1YSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01497]; [Kegiatan Usaha: -, Kategori: -, KBLI: 55900]; [Kegia...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"32277354";"WIWIN TRI LESTARI";"SUWETO";"6401011005";"64";"01";"011";"005";"KALIMANTAN TIMUR";"PASER";"MUARA SAMU";"SUWETO";"eyJpdiI6Ii9IOGFseUM3a2Q3UWsxQ25TMjcva1E9PSIsInZhbHVlIjoibTF5NWNlUmJGRWxZbUhWMzlnNHhDdz09IiwibWFjIjoiYmRlODk4YzQ1YTFhYjM4Y2FiYzA3NDExODRjMDU3OTM5YWE0ZGE4OGI1OWQ0YjgxYmY5YzQ2YWMyMWVlYjA1MSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 10710]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"30156110";"SRI WAHYUNI";"JL UNTUNG SUROPATI";"6401040009";"64";"01";"040";"009";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"JONE";"eyJpdiI6ImxVL3N1dzlSRENJbkdWdjZ4TmhWMVE9PSIsInZhbHVlIjoiblZyeTdUNDVYU1NMNUtROGZxbDVJZz09IiwibWFjIjoiYzVkYmM0NzIxOWQwZjg1MDY2ZDc5ZGZhZDQxNGQwMTA1ZTlmYjM3YTUwYzNlZGI5MGY4NDZmZDFkYzRhZGUzNyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 55900]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Im9NYlNOWXlpL0s0QlFXOHNoaWt1TGc9PSIsInZhbHVlIjoiMzRmc2hzK3ZKQnhZcnJld3JGN1h4Zz09IiwibWFjIjoiYmM0MTFkZWUxMDQ2YTdjOTA0MDc2ZDQyYmIxZjE2M2Y0ZDE2MjllMjFmMThmZmU0ZDdkZjhlMDMxOGMzNmJjNSIsInRhZyI6IiJ9";"4";"True";"True";"False";"nan";"nan";"invalid";"raka.prawira";"";""
"29486003";"SELAMET SUNARYO";"desa rangan kecamatan kuaro";"6401050004";"64";"01";"050";"004";"KALIMANTAN TIMUR";"PASER";"KUARO";"RANGAN";"eyJpdiI6IldncmVGUGc1ZTNRUTlrN1d5MmRHUWc9PSIsInZhbHVlIjoiNnNZalkzOHFwY29nTGFwa21Ob0RvUT09IiwibWFjIjoiNzFmNDQ5N2I1YmI1OWEwMzFmZWQxMTczMDY5ZGFiMGI0ZTRjOGJhNDIzNDk5OWYwMDgzY2FlOGQxNGFkN2M0NSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"29707507";"MEDY  BUDUN";"JL. Budun, Simpang PKS, RT.1";"6401050007";"64";"01";"050";"007";"KALIMANTAN TIMUR";"PASER";"KUARO";"SANDELEY";"eyJpdiI6IkhhQ2RjUmpLTkNvajJDamdXOEpwRnc9PSIsInZhbHVlIjoiemhycHB4OXRTQkFqN0s5Y3pBd24rdz09IiwibWFjIjoiNDc0NDM0MTQyYjhjZDY3YTMyZjU1ZGZjMDc3MjJjNWI5YTZhM2RkODEwMDVlZjlkZmFmMTAwOGZkZmJkODlhYiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Makanan, Minuman Atau Tembak...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Ing5a3ZJVDZVZU1EZm12NTlFcG9qM0E9PSIsInZhbHVlIjoiUDBoU3ZGNFY3NVNDMnpZdjRYRzN3Zz09IiwibWFjIjoiZDJkMmRjN2FmYTEzZDAzYjA0ZDg0YzRjNzJiYTEzYzg5MzNiZjY3ZDNiNWY5ZTc1MTI4YTQ2ZjkwODBjYzJkOSIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.67863666666667";"116.145398333333";"valid";"hairuddin";"";""
"31572739";"CUCU CAHYATI";"BIU";"6401011007";"64";"01";"011";"007";"KALIMANTAN TIMUR";"PASER";"MUARA SAMU";"BIU";"eyJpdiI6ImQzSW5mVnFzcmJMMHJsOEdWQ0dFL1E9PSIsInZhbHVlIjoiYTZjVytBTHZmaTZrMWtkbmhSOG5hZz09IiwibWFjIjoiMDdmYTI1NGE4MWE4NGIwMGFiNGMzZmFmYTkwMjU0NGEyZWM4ZGM5ZjYxMDFhY2FiMTk2NGZhMmMxMGUyMDRhYiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: C, KBLI: 10794]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"29153272";"KURNIA AYU K DEWI";"MENDIK BHAKTI";"6401080010";"64";"01";"080";"010";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"MENDIK BHAKTI";"eyJpdiI6InhpTTEvZnROZ0tQeW5yYmw5NGtzbkE9PSIsInZhbHVlIjoiOU5sbG9ZUVdGeFhQVGhWaTNGbDQwZz09IiwibWFjIjoiNzdjMjA2MzYxMDMxYmQ0OTg2ZDA5YTJkYWFiNTRjOGY0MjM3ZmI5NmMwNmJmOTQ0MDdhNDMyNjVkMGFjZDhiNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 10710]; [Kegiatan Usaha: -, Kategori: -, KBLI: 10794]; [Kegia...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"29074970";"BAI NURHAYATI";"RANTAU BINTUNGAN RT 001";"6401011008";"64";"01";"011";"008";"KALIMANTAN TIMUR";"PASER";"MUARA SAMU";"RANTAU BINTUNGAN";"eyJpdiI6InRSWWxTclVQWVN5RGduSEE1TUFwREE9PSIsInZhbHVlIjoiRUxuTFJoRWltaXJGbEFuMGluOXBEZz09IiwibWFjIjoiNjNhZjMwM2ZhYWVhZjcxYzc3NjFmMjIwNTA5ZDQxYjdmYmQ0MDZkYjc5ZjdlNWEwOWI4ZjAzNzdmYzgzOWU2OCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 10313]; [Kegiatan Usaha: Industri Pengeringan Buah-buahan Dan...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6ImthdmZkd0w0WVErektJRFB2NENIU0E9PSIsInZhbHVlIjoiNlFHYWNrMzhlSFo4Y09EU3ZRVXBTQT09IiwibWFjIjoiMjc1MjI1NDU2N2ViMWE1MDFlNDRjNWViNDU0ZTNjYTNlNjNkZmQ3MTc0YWU1ODMzZTE3ZjFkZDc0MzdhOTEyNiIsInRhZyI6IiJ9";"1";"False";"False";"False";"-194.612.666.666.667";"115.933.528.333.333";"invalid";"adib.tamtama";"";""
"27890639";"HERRU PURWONUGROHO";"tanah grogot";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6Im1jdjlhQmFtRFdaN2thYnZwQ0x0UlE9PSIsInZhbHVlIjoiSzZubm5pcW5NOUxlWDByUWU3bDMyZz09IiwibWFjIjoiZWQxNDliMDMyYWE4ZDVhY2MzZDAwYjgxNTE3MWUzMjE3ZWI0MzAyOTdlZmQ0ZjMzOWI3MTk3YmEzYzBkYTBkZSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]; [Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Katego...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"26573026";"ARDAN";"RT.011 Kel. Long Kali";"6401080006";"64";"01";"080";"006";"KALIMANTAN TIMUR";"PASER";"LONG KALI";"LONG KALI";"eyJpdiI6ImhENVNjdmExdUhJVDVRNzRLV1ArTHc9PSIsInZhbHVlIjoicUhjSGE1dW9xZmFZcGFwazBIUXFCUT09IiwibWFjIjoiNzdkM2Q3NjcyMWViNDc0ZjMyN2JjZThjMzM3N2UyNjY5N2EwOWEyYTI3YjM3MDliZGYzMjlmZjkxYjNmNTI4ZCIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 03221]; [Kegiatan Usaha: Pembesaran Ikan Air Tawar Di Kolam, ...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6Inl1dnlFd212N0tYVXJhTkJqdTI0dFE9PSIsInZhbHVlIjoiSEJLczkxcXNrWGJoZ0o5aWt0amNndz09IiwibWFjIjoiNGIyZjM5MzhkNzQ1MGJkZjYwYTU1NGQ5ZWQxNjFmZjk5NzQ1NmY4ZDNkZTdjN2I2MDZhMTUxMjQzZGVmMGQ4MyIsInRhZyI6IiJ9";"1";"False";"False";"False";"-1.52363056";"116.32154815";"valid";"hairuddin";"";""
"18345577";"LISJI BERKAH ABADI";"Jl. Poros Petangis-Kerang RT.002";"6401021010";"64";"01";"021";"010";"KALIMANTAN TIMUR";"PASER";"BATU ENGAU";"SAING PRUPUK";"eyJpdiI6ImhoTHhZck5iZkZHcmVhVWZtV0kvQVE9PSIsInZhbHVlIjoiRGNocW0wQVZIOFBTR2xVN21jZkx2dz09IiwibWFjIjoiYzMwYmQ4OWFlOWY1MDg4MTczNGQ1Y2YzMDljZDBmZmMzNmM0ODAzYThjZGZkMDU0MTM5NGNiOTA3MWQ0ZTBkZSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Perdagangan Eceran Bahan Bakar Minyak, Bahan Bakar Gas (BBG), dan Liquefied Petrole...";"";"";"2025-11-24";"";"OSS - Badan Usaha";"";"";"invalid";"eyJpdiI6IkE2bzZVR0RLZEtnS2Q0ajI5bi9pWUE9PSIsInZhbHVlIjoiVzJwcU1nL2dmR2NqcCtHcndqVnpoQT09IiwibWFjIjoiOTMwYzU4Njg5NGZiMjdkMWQ2NjU2MTcyM2I3ODlkODhhN2RjNjhhOGY4N2NmZjA1ZDM2MmI2NzM5YTRlM2UxYiIsInRhZyI6IiJ9";"1";"False";"False";"False";"-205.000.214";"11.612.061.217";"invalid";"adib.tamtama";"";""
"32397566";"DEVITA NANDA";"JL JEND AHMAD YANI RT 19 RW 5";"6401050002";"64";"01";"050";"002";"KALIMANTAN TIMUR";"PASER";"KUARO";"KUARO";"eyJpdiI6IkJxQ3BvdER1RFMyaG4wZzB3ZVlhY3c9PSIsInZhbHVlIjoib0RPckl6ekw1eTJxa003M091TnI2Zz09IiwibWFjIjoiMWUzNDJlMGFiYzI4ZDY2ODI2MTRjODhmYWI5MTMyODhiNzBkOTE1ZjY0MTI3NjI4NGNkZGI2MDg2ZGExMGQzNiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 45302]; [Kegiatan Usaha: Perdagangan Eceran Suku Cadang Dan A...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6ImNzcjVncUxMcUZrSFpZR2l2RmFwbWc9PSIsInZhbHVlIjoiQ1ZWb0JkVXlDaGgremYxSFhRMEhadz09IiwibWFjIjoiZTYyYWE3MWRhYWFlNTg2M2M2NTI2Y2JhNzUxMjJhN2IxN2Q2NTE3M2M3YWNhNjRiMjI1OThjNmQyMGFhZTA4YSIsInRhZyI6IiJ9";"1";"False";"False";"False";"-180.799.273.333.333";"116.085.376.083.333";"invalid";"adib.tamtama";"";""
"31752334";"TATI KURNIATI";"Tepian Batang RT.006";"6401040003";"64";"01";"040";"003";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TEPIAN BATANG";"eyJpdiI6Imw4VWQ0RkhiSTR6SVBMRitNUE9wNlE9PSIsInZhbHVlIjoiZzRmMG4vYVhxVnZwU1BxaXFjbUxsdz09IiwibWFjIjoiNGU2MGE1ZjU2MGNmM2RkZjhjYzZjMzQxMWU2M2Y1YmY1YTQ2MjZkZmE5YmU4MzlkNDAyNTQ1YjEzZGI5MzNhMiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Perdagangan Eceran Roti, Kue Kering, serta Kue Basah dan Sejenisnya, Kategori: , KB...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6IktmK21NU2ZldEV0WVhSMGVRQlN0V0E9PSIsInZhbHVlIjoiSTZVeUhJdnBCc1ZLbmVneVlMWGRndz09IiwibWFjIjoiODgyMjYwMGFiMzk5ODExNjc2MzFlYjRhNjczNmRhYWM5ODVjOTBkMjhmZTFmODM0NWEwYmZkODRhOTIwZmMyOSIsInRhZyI6IiJ9";"1";"True";"True";"False";"-1.88713";"116.166361";"valid";"raka.prawira";"";""
"29318536";"GALANG DESTRA PUSAKA WENING";"Pait";"6401060004";"64";"01";"060";"004";"KALIMANTAN TIMUR";"PASER";"LONG IKIS";"PAIT";"eyJpdiI6Ikt1d0llNWppMllXU0JCWVE5a3hWS0E9PSIsInZhbHVlIjoiemFQcFBPeHpFbXNYZXpmaHVqMURPZz09IiwibWFjIjoiNWYwNmIyZTNkZjgzMGY3M2YyZWVjY2E4ZGU4MWZmNWQxYTdhZWIwM2Q5Yzc0MzJiODA3YjBkZDAwMTdmMzE3YSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 01262]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"eyJpdiI6IjJ4VkQrWGFjZTlKUkxKV2tNcGpyZUE9PSIsInZhbHVlIjoiWENsdmo4YUZVRndGZWFObW40M2h6dz09IiwibWFjIjoiNzZkNWNiMWY2MDYzMzE2ZTZjNTllZTEyZTllNmQ2NDkzNzVkMzI1OTIyOWVmNTI1YjdkOTRjYzIxNjBiNWFmMiIsInRhZyI6IiJ9";"1";"True";"True";"False";"-1.520918848";"116.3173594";"valid";"raka.prawira";"";""
"30931547";"EKO PRASETIYO WIBOWO";"SULILIRAN BARU";"6401030009";"64";"01";"030";"009";"KALIMANTAN TIMUR";"PASER";"PASIR BELENGKONG";"SULILIRAN BARU";"eyJpdiI6InNEZFJseHV0ckhBNm9WUit3aHZ4RUE9PSIsInZhbHVlIjoiamJ4S0ZUenBjc09Fem5kMTYraTVBQT09IiwibWFjIjoiNWU1YzdmMTEzZjQ5MTVlMzdmMmVhN2QyN2RkOTBjZDIzZWFhZTQyNGE0NDk4MmIzZDIzNWU4ZDNmMGE4OTg1MiIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 29101]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"30092780";"AMRI";"LORI";"6401022005";"64";"01";"022";"005";"KALIMANTAN TIMUR";"PASER";"TANJUNG HARAPAN";"LORI";"eyJpdiI6IklzTlNPR29qUWZ2TjBPeS9ObnRaN2c9PSIsInZhbHVlIjoiRGJKUFR6bVpFaWpOU3c3RHRZUk9PUT09IiwibWFjIjoiYjI2MTk0YTQ1NmYwYTE4NDUxZDRkMjZkNzBmMjVhOGYyYjE0YzYxZDBjMWQzNzNkMTQzMDcyYWJkMDJkNjQ4MyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 03251]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"32181467";"SITI HALIFAH";"LABURAN";"6401030012";"64";"01";"030";"012";"KALIMANTAN TIMUR";"PASER";"PASIR BELENGKONG";"LABURAN";"eyJpdiI6Ii9lbjVUY1JjL2xxMTN2UUVWYmp4THc9PSIsInZhbHVlIjoiQ1psbHFVVEFtdTk2QzJwYVdQSVY3UT09IiwibWFjIjoiM2M3Yzk5ZWUyZWI5YzQyMmZkOWJjNTIwYzU4NGUxMjhjMmJkYWI4YjdhZTI4NjI0MTZlYTk1ZTMwMGQ5OWMzNyIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: Perkebunan Buah Kelapa Sawit, Kategori: , KBLI: 01262]; [Kegiatan Usaha: -, Kategor...";"";"";"2025-11-24";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
"32154670";"YATI";"JL BHAYANGKARA";"6401040004";"64";"01";"040";"004";"KALIMANTAN TIMUR";"PASER";"TANAH GROGOT";"TANAH GROGOT";"eyJpdiI6ImRMMWRMei9SS1M4Sk9UeDZIOWZZU0E9PSIsInZhbHVlIjoib3JqOWd5LzBSeDV2ZnkwU1RSV2N3QT09IiwibWFjIjoiOWFiNjBlNzcxOTU0Y2QxYzk1YzA4YzZjNjQwNjJjYzg1YWE5YjUzOWFjNmI0ZmYzMjA2ZjE3YTkyMTFmMjI4OSIsInRhZyI6IiJ9";"Aktif";"";"[Kegiatan Usaha: -, Kategori: -, KBLI: 96200]";"";"";"2025-12-15";"";"OSS - Perorangan";"";"";"invalid";"";"";"False";"False";"True";"";"";"invalid";"";"";""
